1738176585.626451,tokenizer,7.970023155212402,202264924.0,188312445.0,119450,4,0,0,Llama-2-7b-chat-hf,1,startup,0,1,Swing,37,24576.0,13570.125
1738176593.5964742,model load,92.93512511253357,3986828173.0,3551158878.0,1748146,4,0,0,Llama-2-7b-chat-hf,1,startup,0,1,Swing,38,24576.0,13570.125
1738176686.5418382,start-inference-A-0,1.0929787158966064,64944231.0,48458067.0,157082,4,9,0,Llama-2-7b-chat-hf,1,What is the largest city in France?,13,1,Swing,2,24576.0,13628.125
1738176687.6435795,start-inference-A-1,0.6282556056976318,37416469.0,29850021.0,166498,4,9,1,Llama-2-7b-chat-hf,1,What is the largest city in France?,13,1,Swing,2,24576.0,13628.125
1738176688.2789629,start-inference-A-2,0.6326992511749268,37541835.0,28231251.0,144005,4,9,2,Llama-2-7b-chat-hf,1,What is the largest city in France?,13,1,Swing,2,24576.0,13628.125
1738176688.9307997,start-inference-A-3,0.633244514465332,32034036.0,32228250.0,166088,4,9,3,Llama-2-7b-chat-hf,1,What is the largest city in France?,13,1,Swing,2,24576.0,13628.125
1738176689.5723627,start-inference-A-4,0.6306397914886475,30190352.0,34399692.0,144446,4,9,4,Llama-2-7b-chat-hf,1,What is the largest city in France?,13,1,Swing,1,24576.0,13628.125
1738176690.2120044,start-inference-A-5,0.6312086582183838,30901227.0,34736483.0,143984,4,9,5,Llama-2-7b-chat-hf,1,What is the largest city in France?,13,1,Swing,1,24576.0,13628.125
1738176690.8511977,start-inference-A-6,0.6321604251861572,31673869.0,34984041.0,169516,4,9,6,Llama-2-7b-chat-hf,1,What is the largest city in France?,13,1,Swing,1,24576.0,13628.125
1738176691.492995,start-inference-B-0,0.6442947387695312,31373333.0,35544953.0,149249,4,21,0,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,25,1,Swing,1,24576.0,13630.125
1738176692.145072,start-inference-B-1,0.6387927532196045,31028057.0,35258943.0,174541,4,21,1,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,25,1,Swing,1,24576.0,13630.125
1738176692.8000033,start-inference-B-2,0.6355712413787842,31023968.0,35008334.0,148214,4,21,2,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,25,1,Swing,1,24576.0,13630.125
1738176693.4418643,start-inference-B-3,0.6351099014282227,31610027.0,35017793.0,152486,4,21,3,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,25,1,Swing,1,24576.0,13630.125
1738176694.085185,start-inference-B-4,0.6330363750457764,30848981.0,34867098.0,153658,4,21,4,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,25,1,Swing,1,24576.0,13630.125
1738176694.72542,start-inference-B-5,0.6333804130554199,31156963.0,34930696.0,153278,4,21,5,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,25,1,Swing,1,24576.0,13630.125
1738176695.3652139,start-inference-B-6,0.6341061592102051,31234356.0,35288606.0,175889,4,21,6,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,25,1,Swing,1,24576.0,13630.125
1738176696.006073,start-inference-C-0,0.6432569026947021,31535686.0,35503938.0,151408,4,38,0,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,42,1,Swing,1,24576.0,13634.125
1738176696.6567855,start-inference-C-1,0.6411483287811279,32416909.0,35349092.0,179433,4,38,1,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,42,1,Swing,1,24576.0,13634.125
1738176697.304904,start-inference-C-2,0.6400752067565918,31095746.0,35211275.0,154146,4,38,2,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,42,1,Swing,1,24576.0,13634.125
